Station_name,Station Latitude,Station Longitude,Bikes,Category,Name,POI Latitude,POI Longitude,Rating,Reviews,_merge
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",Gobble,49.268,-123.151,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",Sushi Nova,49.268,-123.152,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",The Noodle Box,49.268,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",Trattoria Kitchen,49.268,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",Japanese Restaurant Toto Ya,49.268,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",Trattoria Kitsilano,49.268,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",Caffe Millenia,49.269,-123.146,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",The Bimini Public House,49.268,-123.151,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Bars, Restaurants & Cafes",Room 18,49.268,-123.151,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Yyoga Kitsilano,49.268,-123.148,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",R Y U Apparel Inc,49.268,-123.144,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Pure Barre,49.268,-123.148,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Ron Zalko Total Body Fitness & Yoga,49.271,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Lever Arms Service Ltd,49.267,-123.146,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Flaman Fitness,49.268,-123.144,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Sugarrays Boxing And Fitness,49.269,-123.144,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",The Dailey Method,49.268,-123.144,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Pine Street Community Garden,49.267,-123.145,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Hayabusa Karate,49.271,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Hot Box,49.268,-123.149,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Ultrafit Bootcamp,49.267,-123.15,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,"Landmarks, Parks & Sports",Yoga For Kidz,49.267,-123.15,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Les Amis Du Fromage,49.27,-123.144,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Ayoubs Dried Fruit & Nuts,49.268,-123.152,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,City Farmer,49.267,-123.15,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Chocolate Arts,49.268,-123.151,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Bimini Liquor Store,49.268,-123.151,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Central Gourmet,49.271,-123.148,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Fuel Sport Nutrition,49.271,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,My Matcha Life,49.268,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Maple Foods,49.267,-123.15,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Bimini Wine Line,49.268,-123.151,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Spud.Ca - Vancouver,49.27,-123.148,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Central Gourmet Produce & Deli,49.271,-123.148,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Cannawide Dispensary,49.268,-123.146,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Patagonia,49.268,-123.15,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Arc'Teryx,49.268,-123.151,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Mark'S Work Wearhouse,49.268,-123.148,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Sitca,49.268,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Ironhead,49.268,-123.149,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Du/Er,49.268,-123.145,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Vancouver Running Co Inc,49.271,-123.148,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Staccato Men'S Fashions,49.271,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Columbia Sportswear Co,49.268,-123.148,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Precise Plus Size,49.268,-123.149,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Blue Crush By Swimco,49.268,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,The North Face,49.268,-123.145,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,New Balance,49.268,-123.145,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Blue Sky Clothing,49.268,-123.151,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Topshop Boutique,49.271,-123.147,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Tom Harris Telus Store,49.269,-123.146,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Tricera Imaging,49.267,-123.146,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Rogers Group Financial,49.27,-123.146,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Framing & Art Centre,49.268,-123.152,,,Foursquare
Cypress & 4th,49.268269000000004,-123.147885,18,Retail,Nedco Cellular Sales & Svc,49.27,-123.146,,,Foursquare
Vanier Park,49.275717,-123.142564,28,Arts & Entertainment,Museum Of Vancouver,49.276,-123.145,,,Foursquare
Vanier Park,49.275717,-123.142564,28,Arts & Entertainment,Bard On The Beach Theatre Society,49.277,-123.142,,,Foursquare
Vanier Park,49.275717,-123.142564,28,Arts & Entertainment,H.R. Macmillan Space Ctr,49.276,-123.144,,,Foursquare
Vanier Park,49.275717,-123.142564,28,Arts & Entertainment,Vancouver International Children'S Festival,49.276,-123.146,,,Foursquare
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Vanier Park,49.276,-123.143,,,Foursquare
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Vanier Park Bike Park,49.275,-123.143,,,Foursquare
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Vancouver Observatory,49.276,-123.144,,,Foursquare
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Vancouver Ocean Sports,49.276,-123.141,,,Foursquare
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Burrard Bridge Civic Marina,49.275,-123.14,,,Foursquare
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Ccg Station Kitsilano,49.276,-123.14,,,Foursquare
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Cultural Harmony Grove,49.274,-123.14,,,Foursquare
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Under Burrard Bridge Kitsilano,49.275,-123.139,,,Foursquare
Vanier Park,49.275717,-123.142564,28,Arts & Entertainment,Bard On The Beach,49.277,-123.142,4.5,26.0,Yelp
Vanier Park,49.275717,-123.142564,28,Arts & Entertainment,Vancouver Men'S Chorus,49.275,-123.146,0.0,0.0,Yelp
Vanier Park,49.275717,-123.142564,28,Arts & Entertainment,Vancouver Guitar Show,49.275,-123.146,4.0,1.0,Yelp
Vanier Park,49.275717,-123.142564,28,"Landmarks, Parks & Sports",Hoomi Fitness,49.273,-123.146,0.0,0.0,Yelp
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Contemporary Art Gallery,49.278,-123.121,3.5,6.0,both
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Hello Goodbye,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Edgewater Casino,49.276,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,"Torchwood, Vancouver Division",49.277,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,The Space,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Coastal Peoples Fine Arts Gallery,49.276,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Kostuik Gallery Inc,49.277,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Light Form,49.277,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Billyblue Entertainment,49.278,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Musicfest Vancouver,49.277,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Joyce Williams Gallery,49.276,-123.122,0.0,0.0,both
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Art Works Gallery,49.277,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Fun House,49.276,-123.118,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Sorour'S Art Gallery,49.276,-123.12,0.0,0.0,both
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Automotive Billiards & Cafe,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Vancouver Kizomba Dance Party,49.278,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Crystal Palace,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Lemonade Films Inc,49.278,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Richards On Richards Cabaret,49.278,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Trisko Talent Management Inc,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Live Music Mondays At Brix Restaurant,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Vancouver Opera,49.278,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Mehndi & More Body Art,49.277,-123.123,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Arts & Entertainment,Dolce At Symphony Place,49.279,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Small Victory Bakery,49.276,-123.121,4.0,304.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Grounds For Appeal,49.278,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",On Yogurt,49.277,-123.115,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Rocanini Coffee Roasters,49.277,-123.115,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Ombre Social House,49.276,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Patisserie Für Elise,49.279,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",O-Cha Tea Bar,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Sharetea Yaletown,49.276,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Blenz Coffee,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Blackechocoffee,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Ciclo Café,49.279,-123.118,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Kafka’S Coffee & Tea,49.279,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Black Echo Coffee,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Melriches Coffeehouse,49.276,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Tacofino,49.276,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Angus T,49.276,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",The Keg Steakhouse + Bar - Yaletown,49.277,-123.119,3.5,289.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",The Parlour,49.277,-123.12,4.0,460.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Blue Water Cafe + Raw Bar,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Minami Restaurant,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",La Terrazza,49.275,-123.119,3.5,138.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Mister,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Lupo Restaurant & Vinoteca,49.278,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Homer St. Cafe And Bar,49.278,-123.118,3.5,343.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Cioppino'S Mediterranean Grill Inc,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",The Flying Pig Yaletown,49.275,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Elisa,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Bistro Sakana,49.275,-123.121,3.5,133.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Smithe Salad,49.277,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Fresh Take-Out Japanese,49.276,-123.115,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Meet In Yaletown,49.275,-123.122,4.0,160.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Footo Croissant,49.278,-123.117,4.0,121.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Per Se Social Corner,49.279,-123.118,3.5,231.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",The Distillery Bar + Kitchen,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Yaletown Brewing Co,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",V At Earls Yaletown,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Earls,49.276,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Bartholomew'S Plan,49.276,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Nightshade,49.276,-123.12,4.5,21.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Tutto Restaurant & Bar,49.278,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Le Cassis Patisserie & Cooking School,49.276,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Milssam Tacorea,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Moroccan Restaurants Corp,49.276,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Lupo Restaurant Yaletown,49.278,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",The Edge Cafe,49.277,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Smokey Bay Seafood Company Ltd,49.277,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Enoteca,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Tavern Enterprises Ltd,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Farrago Restaurant,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Red Racer Kitchen,49.277,-123.115,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Pho Mien Tay Vietnamese Restaurant Ltd,49.278,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Super Thai Food Truck,49.274,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Rosies On Robson,49.278,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Alpha Global Sushi & Bar,49.277,-123.123,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Gold Train Express Ii,49.278,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Pierre'S Champagne Lounge,49.277,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Brix Restaurant & Wine Bar,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Central City Brewing & Distillers,49.277,-123.115,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Hello Goodbye,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",The Tavern,49.275,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Resto Bar & Grill,49.276,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",The Loft At Earls Restaurant,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Yaletown Distilling Co,49.275,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",The Stock Room,49.276,-123.122,4.0,8.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Labatts,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Ybc Yaletown Brewing Company - Official Page,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Automotive Billiards & Cafe,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Vancouver Kizomba Dance Party,49.278,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Richards On Richards Cabaret,49.278,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Bars, Restaurants & Cafes",Live Music Mondays At Brix Restaurant,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Barre Fitness,49.276,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Ride Cycle Club,49.278,-123.117,4.0,34.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Soulcycle,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Yaletown Park Construction Ltd,49.277,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Sap Gym,49.276,-123.118,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Helmcken Park,49.276,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Gym At The Nova,49.276,-123.118,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Rosedale Gardens,49.278,-123.118,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",The Savoy,49.278,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Bc Dance,49.278,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Club H20,49.275,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",24-7 Fitness In Yaletown,49.277,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Westcoast Hot Yoga,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",The Max Pool Deck,49.275,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Yaletown Fitness Boutique Studio A&A Team Pro,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",The Max Swimming Pool,49.276,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Rumble Boxing Studio - Yaletown,49.276,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",The Yoga Bar,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",The Quayside Marina,49.274,-123.118,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Crossfit Westside,49.276,-123.115,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Function Health Club,49.279,-123.117,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Pure Barre,49.276,-123.122,3.5,8.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Precision Athletics,49.277,-123.115,5.0,8.0,both
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Kineteks Corp,49.276,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Yaletown,49.276,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Fitness World,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Angels Fitness Boutique,49.278,-123.118,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Kalev Fitness Yaletown | Personal Trainers In Vancouver,49.277,-123.115,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,"Landmarks, Parks & Sports",Volf Soccer Academy - Vsa Canada,49.274,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Swirl Wine Store,49.275,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Karameller Candy Shop Inc,49.276,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Active Body Nutrition,49.277,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Bc Liquor Store,49.274,-123.12,3.0,13.0,both
Nelson & Mainland,49.276436,-123.11877,20,Retail,7 Days Coffee,49.276,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Aburi To-Go By Minami,49.275,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Yaletown Liquor Store,49.276,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Select Wine Merchants Ltd,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,La Bottega Di Mangia,49.275,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Yaletown Farmer'S Market,49.275,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Living Produce Aisle,49.275,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Smokey Bay Seafood Company Ltd,49.277,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Maple Organics,49.277,-123.116,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Liquor Stores-Government,49.274,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Candy Meister,49.277,-123.123,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Shoppers Drug Mart,49.277,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,7-Eleven,49.277,-123.115,3.5,10.0,both
Nelson & Mainland,49.276436,-123.11877,20,Retail,Yaletown Express,49.274,-123.12,4.0,2.0,both
Nelson & Mainland,49.276436,-123.11877,20,Retail,Murale,49.277,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Pharmaprix,49.277,-123.12,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Superna Pharma,49.276,-123.122,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Moule,49.277,-123.121,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Indochino,49.277,-123.12,2.5,82.0,both
Nelson & Mainland,49.276436,-123.11877,20,Retail,Global Atomic Designs Inc,49.276,-123.119,,,Foursquare
Nelson & Mainland,49.276436,-123.11877,20,Retail,Leisure Center,49.278,-123.119,4.0,7.0,both
Nelson & Mainland,49.276436,-123.11877,20,Retail,Woo To See You,49.276,-123.12,,,Foursquare
