Category,Name,Latitude,Longitude,Assc Bike Lat,Assc Bike Long,Rating,Reviews,_merge
"Landmarks, Parks & Sports",Stanley Park,49.263,-123.138,49.262598,-123.138921,,,left_only
"Landmarks, Parks & Sports",Grouse Mountain,49.264,-123.138,49.262598,-123.138921,,,left_only
"Landmarks, Parks & Sports",Kondi Studio,49.264,-123.137,49.262598,-123.138921,,,left_only
"Landmarks, Parks & Sports",Third Eye Martial Arts Studio Inc,49.265,-123.137,49.262598,-123.138921,,,left_only
"Landmarks, Parks & Sports",Movement108,49.264,-123.136,49.262598,-123.138921,,,left_only
"Landmarks, Parks & Sports",C B Constantini Ltd,49.263,-123.139,49.262598,-123.138921,,,left_only
"Landmarks, Parks & Sports",Vip Fitness & Lifestyle,49.264,-123.14,49.262598,-123.138921,5.0,7.0,both
"Landmarks, Parks & Sports",West Side Kick Boxing,49.264,-123.137,49.262598,-123.138921,,,left_only
"Landmarks, Parks & Sports",Global Golf Vacations Inc,49.264,-123.136,49.262598,-123.138921,,,left_only
"Landmarks, Parks & Sports",Swim Bc,49.263,-123.135,49.262598,-123.138921,,,left_only
Retail,Granville Liquor Store Ltd,49.262,-123.138,49.262598,-123.138921,,,left_only
Retail,Purdy'S Chocolates,49.262,-123.139,49.262598,-123.138921,,,left_only
Retail,Teaz On South Granville,49.264,-123.139,49.262598,-123.138921,,,left_only
Retail,"Jak'S Beer, Wine & Spirits",49.262,-123.138,49.262598,-123.138921,,,left_only
Retail,Roselynn Sweets And Chocolates,49.262,-123.136,49.262598,-123.138921,,,left_only
Retail,Shoppers Drug Mart,49.26,-123.138,49.262598,-123.138921,,,left_only
Retail,Mac'S Convenience Store,49.263,-123.136,49.262598,-123.138921,,,left_only
Retail,Medina Pharmacy Ltd,49.265,-123.14,49.262598,-123.138921,,,left_only
Retail,Granville Pharmacy Ltd,49.265,-123.14,49.262598,-123.138921,,,left_only
Retail,Murale,49.26,-123.138,49.262598,-123.138921,,,left_only
Retail,Pure Integrative Pharmacy,49.264,-123.136,49.262598,-123.138921,,,left_only
Retail,Pharmaprix,49.26,-123.138,49.262598,-123.138921,,,left_only
Retail,Pharmasave,49.265,-123.14,49.262598,-123.138921,,,left_only
Retail,Syreon Corp,49.265,-123.137,49.262598,-123.138921,,,left_only
Retail,Dkny On South Granville,49.262,-123.139,49.262598,-123.138921,,,left_only
Retail,Free People,49.262,-123.139,49.262598,-123.138921,4.5,5.0,both
Retail,Ecco Shoes,49.262,-123.139,49.262598,-123.138921,3.0,1.0,both
Retail,Ashia Mode,49.262,-123.138,49.262598,-123.138921,2.5,11.0,both
Retail,Lucky Brand Jeans,49.261,-123.139,49.262598,-123.138921,,,left_only
Retail,Invito Couture,49.264,-123.139,49.262598,-123.138921,,,left_only
Retail,Boboli,49.261,-123.138,49.262598,-123.138921,3.5,10.0,both
Retail,Urbanity,49.264,-123.138,49.262598,-123.138921,4.0,6.0,both
Retail,Bacci Design Ltd,49.261,-123.138,49.262598,-123.138921,,,left_only
Retail,Calvin Klein,49.26,-123.139,49.262598,-123.138921,,,left_only
Retail,Cachè Haute Couture Atelier,49.265,-123.139,49.262598,-123.138921,,,left_only
Retail,Tna,49.26,-123.139,49.262598,-123.138921,,,left_only
Retail,Circa Ici,49.263,-123.138,49.262598,-123.138921,,,left_only
Retail,Diva Lingerie & Swimwear,49.263,-123.138,49.262598,-123.138921,4.0,1.0,both
Retail,Hill'S Dry Goods,49.263,-123.139,49.262598,-123.138921,,,left_only
Retail,I Love Hats,49.264,-123.139,49.262598,-123.138921,,,left_only
Retail,The Young And The Restless Clothing Exchange,49.264,-123.139,49.262598,-123.138921,,,left_only
Retail,Tang & Wong Fashion Enterprise,49.264,-123.14,49.262598,-123.138921,,,left_only
Retail,Lily'S Fashions,49.264,-123.14,49.262598,-123.138921,0.0,0.0,both
Retail,The North Face,49.264,-123.141,49.262598,-123.138921,,,left_only
Retail,Pottery Barn,49.262,-123.138,49.262598,-123.138921,,,left_only
Retail,Indigo,49.263,-123.139,49.262598,-123.138921,4.0,22.0,both
Retail,Deserres,49.264,-123.137,49.262598,-123.138921,,,left_only
Retail,Wirelesswave,49.262,-123.138,49.262598,-123.138921,,,left_only
Retail,Ubreakifix Cell Phone Repairs,49.264,-123.139,49.262598,-123.138921,,,left_only
Retail,Pfaff,49.264,-123.138,49.262598,-123.138921,,,left_only
Retail,Pfaff Sewing Centre Of Vancouver Ltd,49.264,-123.138,49.262598,-123.138921,,,left_only
Retail,Williams-Sonoma Inc,49.262,-123.138,49.262598,-123.138921,,,left_only
Retail,Chapters,49.263,-123.139,49.262598,-123.138921,,,left_only
Retail,Tanglewood Books,49.262,-123.138,49.262598,-123.138921,,,left_only
Retail,Canadian Drafting & Engineering Supplies Ltd,49.265,-123.14,49.262598,-123.138921,,,left_only
Retail,Circle Craft,49.265,-123.14,49.262598,-123.138921,,,left_only
Retail,Black Stream Tv Box,49.265,-123.141,49.262598,-123.138921,,,left_only
Arts & Entertainment,Stable House Bistro,49.26,-123.139,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,Stanley Industrial Alliance Stage,49.261,-123.138,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,Bau-Xi Gallery Ltd,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,Granville Park Lawn Bowling Club,49.259,-123.142,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,Pacific Theatre,49.261,-123.137,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,University Women'S Club,49.257,-123.138,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,"Arts Club Theatre Co, Stanley Theatre, Box Office",49.261,-123.138,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,Arts Club Theatre Co,49.261,-123.138,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,"Sara Phillips, Healer, Writer, Uniter",49.261,-123.14,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Bean Around The World,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Phoscao Cafe,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Momono Tea Shop,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Small Victory,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Stable House Bistro,49.26,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Heirloom Vegetarian,49.261,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Bin 4 Burger Lounge,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Caffe Barney,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Tratorria Italian Kitchen,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Impostori,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",The Birds Nest,49.261,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",The Rise Eatery,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Fiore Restaurants,49.261,-123.138,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Mazahr Lebanese Kitchen,49.262,-123.138,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Shabusen,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Meinhardts,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
"Bars, Restaurants & Cafes",Gianni Restaurant & Norcineria,49.26,-123.139,49.25894,-123.13927199999999,,,left_only
"Landmarks, Parks & Sports",Vancouver Lawn Tennis & Badminton Club,49.258,-123.142,49.25894,-123.13927199999999,,,left_only
"Landmarks, Parks & Sports",Shaughnessy Park,49.257,-123.138,49.25894,-123.13927199999999,,,left_only
"Landmarks, Parks & Sports",Hycroft Health & Yoga Centre,49.257,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Meinhardt Fine Foods,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Purdy'S Chocolates,49.262,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Curbside Fresh,49.26,-123.136,49.25894,-123.13927199999999,,,left_only
Retail,Shoppers Drug Mart,49.26,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,Pharmaprix,49.26,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,Murale,49.26,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,Medicine Shoppe Pharmacy,49.257,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Medicine Shoppe,49.257,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Misch,49.259,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,Diane'S Lingerie & Loungewear Ltd,49.259,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,Diplomatic Immunity,49.259,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,National Standards,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Oliver & Lilly'S,49.26,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Tna,49.26,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Zebra Club,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Calvin Klein,49.26,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Bacci Design Ltd,49.261,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,Boboli,49.261,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,Lucky Brand Jeans,49.261,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Lord'S Shoes,49.259,-123.138,49.25894,-123.13927199999999,,,left_only
Retail,European Creations,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Zebraclub Vancouver,49.258,-123.139,49.25894,-123.13927199999999,,,left_only
Retail,Ocean Drive Leather,49.257,-123.14,49.25894,-123.13927199999999,,,left_only
Retail,Pottery Barn Kids,49.259,-123.139,49.25894,-123.13927199999999,,,left_only
Arts & Entertainment,Yuk Yuk'S Comedy Club,49.26,-123.115,49.258763,-123.11539199999999,,,left_only
Arts & Entertainment,Argentine Tango Lab,49.257,-123.118,49.258763,-123.11539199999999,,,left_only
Municipal,Cambie Surgery Centre,49.26,-123.117,49.258763,-123.11539199999999,,,left_only
Municipal,Cambie Hospital Inc,49.26,-123.118,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Passion8 Dessert Cafe,49.258,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Cultured Coffee & Tea,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Indian Roti Kitchen,49.259,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Vij'S,49.258,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",The Firewood Cafe,49.259,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Shiro Japanese Restaurant,49.258,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Tropika Malaysian & Thai Cuisine 星馬印,49.259,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",A&W Restaurant,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Subway,49.256,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Hot Delivery Chinese Food,49.259,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",New Sun Restaurant,49.259,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Chirpyhut Fried Chicken,49.258,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Iden & Quan Ju De Beijing Duck House,49.26,-123.114,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Nabebugyo Hot Pot Cuisine,49.257,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Alley 16,49.257,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Regal Mansion Cusine,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Five Star Fried Chicken,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Bubble Waffle Cafe,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Sizzling Wok,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Piast European Bakery,49.256,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Tropika On Cambie,49.259,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Malaysian & Thai Cuisine,49.259,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Liu T,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Crepe De France,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Rapid Wrap Fast Food,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Arby'S Roast Beef Restaurants,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Edo Japan-Edo Intl Food Inc,49.261,-123.117,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Thai Away Home Restaurants Ltd,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Dong Tai Xiang Shanghai Dim Sum,49.256,-123.115,49.258763,-123.11539199999999,,,left_only
"Bars, Restaurants & Cafes",Safeway,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Landmarks, Parks & Sports",Steve Nash Fitness World,49.261,-123.117,49.258763,-123.11539199999999,,,left_only
"Landmarks, Parks & Sports",Orangetheory Fitness,49.26,-123.115,49.258763,-123.11539199999999,,,left_only
"Landmarks, Parks & Sports",Pacifica Fountain Courtyard,49.258,-123.116,49.258763,-123.11539199999999,,,left_only
"Landmarks, Parks & Sports",The Powerhouse Martial Arts & Fitness,49.258,-123.117,49.258763,-123.11539199999999,,,left_only
"Landmarks, Parks & Sports",Lions Gate Bridge,49.26,-123.113,49.258763,-123.11539199999999,,,left_only
"Landmarks, Parks & Sports",Fitness World Fitness Centres,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
"Landmarks, Parks & Sports",Raincity Dance,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Firefly Fine Wines And Ales,49.26,-123.115,49.258763,-123.11539199999999,,,left_only
Retail,Cambie Market,49.258,-123.115,49.258763,-123.11539199999999,,,left_only
Retail,Kin'S Farm Market,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Lennox Liquor Store,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Whole Foods,49.257,-123.115,49.258763,-123.11539199999999,,,left_only
Retail,Naturally Splendid Enterprises Ltd,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Shoppers Drug Mart,49.256,-123.115,49.258763,-123.11539199999999,,,left_only
Retail,Ins Market,49.257,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Ida Cambie Pharmacy,49.258,-123.115,49.258763,-123.11539199999999,,,left_only
Retail,Murale,49.257,-123.115,49.258763,-123.11539199999999,,,left_only
Retail,Pharmasave,49.261,-123.117,49.258763,-123.11539199999999,,,left_only
Retail,Pharmaprix,49.256,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Vivian Fashion,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Label Express Clothing Co,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,City Square Shopping Centre,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Atech Technologies Inc,49.258,-123.115,49.258763,-123.11539199999999,,,left_only
Retail,Westwind Communications,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Book Guy,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,City Square Property Holdings,49.261,-123.116,49.258763,-123.11539199999999,,,left_only
Retail,Sears Catalogue Pickup,49.261,-123.114,49.258763,-123.11539199999999,,,left_only
Arts & Entertainment,Rocanini Enterprises Ltd,49.267,-123.108,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Masik Studio,49.268,-123.106,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Photo Haus,49.264,-123.106,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,The James Black Gallery,49.265,-123.102,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Gallery 1965,49.268,-123.101,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Gropps Gallery,49.265,-123.102,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Red Gate Arts Society,49.268,-123.101,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Vancouver Art And Leisure,49.268,-123.101,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,The Woods Studio,49.269,-123.105,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,24 Frames Digital Films A Division Of Super Suite Digital Post & Trans,49.268,-123.104,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Dynamo Arts Association,49.265,-123.104,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Photo Haus Gallery,49.265,-123.105,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,Photohausgallery,49.265,-123.105,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,La Casa Del Artista,49.268,-123.102,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Elysian Coffee,49.265,-123.105,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Fife Bakery,49.268,-123.103,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Argo Cafe,49.269,-123.104,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Rocanini Enterprises Ltd,49.267,-123.108,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Glory Juice,49.269,-123.103,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Laura'S Coffee Shop,49.268,-123.107,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Justea,49.269,-123.102,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Pure Bread,49.267,-123.105,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",R & B Brewing Inc,49.267,-123.104,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Peaceful Restaurant,49.267,-123.104,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Faculty Brewing Co,49.269,-123.104,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Earnest Ice Cream,49.269,-123.103,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Nuba Natural Foods,49.268,-123.102,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Tacofino Ocho,49.266,-123.104,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Swiss Bakery,49.268,-123.102,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Blaze Gourmet Burgers,49.267,-123.104,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Mount Pleasant Vintage & Provisions,49.266,-123.106,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Manna Sushi,49.269,-123.104,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Taco Nori Sushi Tacos,49.265,-123.108,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",R&B Ale & Pizza House,49.268,-123.103,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Kyung Bok Palace,49.269,-123.107,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Bruce Lee Restaurant,49.268,-123.109,49.266723999999996,-123.104824,,,left_only
"Bars, Restaurants & Cafes",Electric Bicycle Brewing,49.267,-123.104,49.266723999999996,-123.104824,,,left_only
"Landmarks, Parks & Sports",Halfmoon Yoga Products Ltd,49.268,-123.107,49.266723999999996,-123.104824,,,left_only
"Landmarks, Parks & Sports",Karen Flamenco Dance Company And Studio,49.265,-123.106,49.266723999999996,-123.104824,,,left_only
"Landmarks, Parks & Sports",Hootrooftop Patio,49.264,-123.104,49.266723999999996,-123.104824,,,left_only
"Landmarks, Parks & Sports",Element Athletic,49.268,-123.109,49.266723999999996,-123.104824,,,left_only
"Landmarks, Parks & Sports",Twist Conditioning Ltd,49.269,-123.103,49.266723999999996,-123.104824,,,left_only
"Landmarks, Parks & Sports",Renfrew Park Community Centre,49.269,-123.104,49.266723999999996,-123.104824,,,left_only
"Landmarks, Parks & Sports",Ktb Mma Vancouver,49.269,-123.103,49.266723999999996,-123.104824,,,left_only
"Landmarks, Parks & Sports",Wbb Marine Management,49.266,-123.109,49.266723999999996,-123.104824,,,left_only
Retail,Ecotrend Products Ltd,49.268,-123.107,49.266723999999996,-123.104824,,,left_only
Retail,Daniel Le Chocolat Belge,49.265,-123.103,49.266723999999996,-123.104824,,,left_only
Retail,San Remo Food Importers Ltd,49.268,-123.104,49.266723999999996,-123.104824,,,left_only
Retail,Glico Canada Corp,49.266,-123.108,49.266723999999996,-123.104824,,,left_only
Retail,Macdonald'S,49.266,-123.108,49.266723999999996,-123.104824,,,left_only
Retail,No Limits Sportswear Inc,49.266,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,T-Shirt.Ca,49.269,-123.105,49.266723999999996,-123.104824,,,left_only
Retail,Intracan Sportswear Mfg Co Ltd,49.267,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,Nakita Creations Mfg,49.266,-123.104,49.266723999999996,-123.104824,,,left_only
Retail,Breathe Active Wear,49.267,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,Chloe Angus Design,49.266,-123.104,49.266723999999996,-123.104824,,,left_only
Retail,Star Concept Apparel Ltd,49.265,-123.104,49.266723999999996,-123.104824,,,left_only
Retail,Jacqueline Conoir Designs Ltd,49.265,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,New Balance,49.268,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,Dace Designs Inc,49.266,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,Wah May Uniforms,49.266,-123.107,49.266723999999996,-123.104824,,,left_only
Retail,Genumark Promotional Merchandise Inc,49.269,-123.104,49.266723999999996,-123.104824,,,left_only
Retail,T-Shirt Town,49.265,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,Wing Wing Garments Ltd,49.266,-123.107,49.266723999999996,-123.104824,,,left_only
Retail,Alpha Sportswear Ltd,49.265,-123.103,49.266723999999996,-123.104824,,,left_only
Retail,Tension Clothing Inc,49.268,-123.102,49.266723999999996,-123.104824,,,left_only
Retail,Blankclothing.Ca,49.269,-123.105,49.266723999999996,-123.104824,,,left_only
Retail,Safetywear.Ca,49.269,-123.105,49.266723999999996,-123.104824,,,left_only
Retail,High Sierra Sportswear & Backpacks,49.265,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,Omega Uniform Systems,49.269,-123.105,49.266723999999996,-123.104824,,,left_only
Retail,Imprintables,49.269,-123.105,49.266723999999996,-123.104824,,,left_only
Retail,Cascade Wear Ltd,49.266,-123.108,49.266723999999996,-123.104824,,,left_only
Retail,Jakroo Canada Inc,49.264,-123.104,49.266723999999996,-123.104824,,,left_only
Retail,Unifx Uniforms,49.265,-123.108,49.266723999999996,-123.104824,,,left_only
Retail,Obakki,49.265,-123.108,49.266723999999996,-123.104824,,,left_only
Retail,Atelier St George,49.265,-123.105,49.266723999999996,-123.104824,,,left_only
Retail,Beadworks,49.266,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,Torbram Electric Supply,49.268,-123.103,49.266723999999996,-123.104824,,,left_only
Retail,Beazu Wholesale,49.265,-123.106,49.266723999999996,-123.104824,,,left_only
Retail,Compukits,49.269,-123.104,49.266723999999996,-123.104824,,,left_only
Retail,Telus World Of Science-Vancouver,49.269,-123.103,49.266723999999996,-123.104824,,,left_only
Arts & Entertainment,The Cascade Room,49.262,-123.101,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Fox Cabaret,49.264,-123.101,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Baf Studio,49.263,-123.102,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Planet Bingo,49.262,-123.101,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Burrard Arts Foundation,49.263,-123.103,49.262141,-123.10196100000002,0.0,0.0,both
Arts & Entertainment,Tightrope Improv,49.264,-123.101,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,The Projection Room,49.264,-123.101,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Field Contemporary,49.263,-123.105,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Versus Gaming Arena,49.263,-123.102,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Bruhanski Acting Studio,49.261,-123.102,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Express Art,49.263,-123.101,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Vancouver Society Of Storytelling,49.263,-123.1,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Evergreen Theatre Society,49.264,-123.101,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,The Sunday Service,49.264,-123.101,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Whiffing Well Oxygen Bar & Vapour Lounge,49.264,-123.099,49.262141,-123.10196100000002,,,left_only
Arts & Entertainment,Bluegrass Jam Night,49.264,-123.105,49.262141,-123.10196100000002,,,left_only
Municipal,Vancouver Public Library,49.264,-123.1,49.262141,-123.10196100000002,3.0,15.0,both
"Bars, Restaurants & Cafes",The Federal Store,49.262,-123.103,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",La Petite Cuillere,49.264,-123.1,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Dock Lunch,49.261,-123.102,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Bean Around The World,49.262,-123.101,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Our Town Cafe,49.263,-123.1,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Gene Coffeebar,49.264,-123.101,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",East End Chai & Trading Post,49.263,-123.102,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Cafe Phuong Truc,49.263,-123.102,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Starbucks,49.263,-123.099,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Thierry Mount Pleasant,49.262,-123.1,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Whisk Matcha Cafe,49.264,-123.1,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Tea Sparrow,49.262,-123.106,49.262141,-123.10196100000002,,,left_only
"Bars, Restaurants & Cafes",Fable Diner,49.263,-123.102,49.262141,-123.10196100000002,4.0,328.0,both
"Bars, Restaurants & Cafes",La Taqueria,49.262,-123.101,49.262141,-123.10196100000002,,,left_only
